Gene Symbol	Gene Product Name	NCBI Gene ID	Locus Name	UniProtKB Accession	GenBank Accession	GenBank Protein Accession	Subtype/Genotype (ViPR)	Strain Name	Collection Date	Host	Country	CDS Length	Virus Type	Virus Species	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1A672	MF801400	ATG29289.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex20	05/20/2016	Human	Mexico	10028	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AQM0	MF801401	ATG29290.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex23	05/23/2016	Human	Mexico	10214	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZYA3	MF801402	ATG29291.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex24	05/26/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AHM7	MF801403	ATG29292.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex25	05/25/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AQU5	MF801404	ATG29293.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex26	07/08/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZYL8	MF801405	ATG29294.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex27	07/09/2016	Human	Mexico	9756	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZY40	MF801406	ATG29295.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex28	07/07/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AJV0	MF801407	ATG29296.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex29	07/05/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZY51	MF801408	ATG29297.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex30	07/05/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AF58	MF801409	ATG29298.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex31	07/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1A686	MF801410	ATG29299.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex32	07/05/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AQM7	MF801411	ATG29300.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex33	07/05/2016	Human	Mexico	9945	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZYB0	MF801412	ATG29301.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex34	07/07/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AHN4	MF801413	ATG29302.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex35	07/07/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AQV4	MF801414	ATG29303.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex36	07/05/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZYM3	MF801415	ATG29304.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex37	07/05/2016	Human	Mexico	10216	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZY52	MF801416	ATG29305.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex38	07/2016	Human	Mexico	9839	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1Q1PS32	MF801417	ATG29306.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex40	07/01/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZY54	MF801418	ATG29307.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex42	06/30/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2D1AF72	MF801419	ATG29308.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex43	07/01/2016	Human	Mexico	10020	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1A6A0	MF801420	ATG29309.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex44	07/04/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2D1AQN5	MF801421	ATG29310.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex45	07/01/2016	Human	Mexico	9753	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZYB8	MF801422	ATG29311.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex46	07/01/2016	Human	Mexico	9900	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AHP1	MF801423	ATG29312.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex47	06/30/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2D1AQW6	MF801424	ATG29313.1	Asian	ZIKV/Homo sapiens/MEX/2016/mex50	07/01/2016	Human	Mexico	9592	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2D1A657	MF801390	ATG29279.1	Asian	ZIKV/Homo sapiens/MEX/2016/Mexico-1	2016	Human	Mexico	10047	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AQL1	MF801391	ATG29280.1	Asian	ZIKV/Homo sapiens/MEX/2016/Mexico-3502	07/06/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2D0ZY97	MF801392	ATG29281.1	-N/A-	ZIKV/Homo sapiens/MEX/2016/Mexico-4227	08/13/2016	Human	Mexico	9444	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_71345gpGP1	A0A2S1KKX3	MH157213	AWF93619.1	Asian	ZIKV/Homo sapiens/MEX/41-001-F_V3_O/2016	06/23/2016	Human	Mexico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_71375gpGP1	A0A2S1KKY0	MH157202	AWF93617.1	Asian	ZIKV/Homo sapiens/MEX/41-017-F_V3_O/2016	08/10/2016	Human	Mexico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_71378gpGP1	A0A2S1KKX0	MH157208	AWF93618.1	Asian	ZIKV/Homo sapiens/MEX/41-022-F_V0_O/2016	08/22/2016	Human	Mexico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_65099gpGP1	A0A1S5RQX0	MG595216	AUI42194.1	Asian	ZIKV/Homo sapiens/MEX/R116265/2016	06/23/2016	Human	Mexico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63394gpGP1	A0A142IX72	KU963574	AMR68906.1	West_African	ZIKV/Homo sapiens/NGA/IbH-30656_SM21V1-V3/1968	09/09/1968	Human	Nigeria	10254	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A221C7G3	MF434516	ASL68973.1	Asian	ZIKV/Homo sapiens/NIC/1304_13A1/2016	08/05/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A221C7G2	MF434517	ASL68974.1	Asian	ZIKV/Homo sapiens/NIC/1659_13A1/2016	08/19/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2D0ZYN1	MF801425	ATG29314.1	Asian	ZIKV/Homo sapiens/NIC/2016/Nicaragua-3358	06/24/2016	Human	Nicaragua	10048	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D0ZY56	MF801426	ATG29315.1	Asian	ZIKV/Homo sapiens/NIC/2016/Nicaragua-3912	07/25/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64230gpGP1	A0A1U9YHM1	KY765318	AQZ41948.1	Asian	ZIKV/Homo sapiens/NIC/4886_12A1/2016	07/10/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64223gpGP1	A0A1U9YHM1	KY765321	AQZ41950.1	Asian	ZIKV/Homo sapiens/NIC/4886_12A1_SP/2016	07/10/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	BKC09_64234gpGP1	A0A173AEF6	KY765325	AQZ41954.1	Asian	ZIKV/Homo sapiens/NIC/5005_13A1/2016	04/22/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	BKC09_64227gpGP1	A0A173AEF6	KY765327	AQZ41956.1	Asian	ZIKV/Homo sapiens/NIC/5005_13A1_SP/2016	04/22/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A221C7G5	MF434518	ASL68975.1	Asian	ZIKV/Homo sapiens/NIC/5256_13A1/2016	08/26/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A221C7G6	MF434519	ASL68976.1	Asian	ZIKV/Homo sapiens/NIC/5338_13A1/2016	07/22/2016	Human	Nicaragua	10047	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A221C7G7	MF434520	ASL68977.1	Asian	ZIKV/Homo sapiens/NIC/5847_12B1/2016	02/07/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64233gpGP1	A0A1U9YHL9	KY765323	AQZ41952.1	Asian	ZIKV/Homo sapiens/NIC/6188_13A1/2016	06/30/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64226gpGP1	A0A1U9YHN5	KY765326	AQZ41955.1	Asian	ZIKV/Homo sapiens/NIC/6188_13A1_SP/2016	06/30/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64228gpGP1	A0A1U9YHM2	KY765320	AQZ41949.1	Asian	ZIKV/Homo sapiens/NIC/6406_13A1_SP/2016	05/29/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A221C7G8	MF434521	ASL68978.1	Asian	ZIKV/Homo sapiens/NIC/6547_13A1/2016	07/19/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64232gpGP1	A0A1U9YHM1	KY765317	AQZ41947.1	Asian	ZIKV/Homo sapiens/NIC/7252_12A1/2016	06/29/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64225gpGP1	A0A1U9YHM1	KY765322	AQZ41951.1	Asian	ZIKV/Homo sapiens/NIC/7252_12A1_SP/2016	06/29/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A221C7H2	MF434522	ASL68979.1	Asian	ZIKV/Homo sapiens/NIC/7253_13A1/2016	08/29/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	BKC09_64231gpGP1	A0A1U9YHN3	KY765324	AQZ41953.1	Asian	ZIKV/Homo sapiens/NIC/8610_13A1/2016	07/07/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63483gpGP1	A0A384KA62	KX198135	ANC90428.1	Asian	ZIKV/Homo sapiens/PAN/BEI-259634_V4/2016	2016	Human	Panama	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MN124091	QDZ58856.1	Asian	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015	12/11/2015	Human	Panama	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63485gpGP1	A0A167V0B2	KX156775	ANB66183.1	Asian	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015	12/11/2015	Human	Panama	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MN100039	QDZ58854.1	Asian	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015	12/11/2015	Human	Panama	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MN124090	QDZ58855.1	Asian	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015	12/11/2015	Human	Panama	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63484gpGP1	A0A384LAD8	KX156774	ANB66182.1	Asian	ZIKV/Homo sapiens/PAN/CDC-259359_V1-V3/2015	12/18/2015	Human	Panama	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63486gpGP1	A0A167V0D5	KX156776	ANB66184.1	Asian	ZIKV/Homo sapiens/PAN/CDC-259364_V1-V2/2015	12/18/2015	Human	Panama	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A191SFC7	KX253995	ANF28867.1	-N/A-	ZIKV/Homo sapiens/PRI/PRI-BNI-P1/2016	04/21/2016	Human	Germany	377	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63481gpGP1	A0A384KLP4	KX087101	AMZ03556.1	Asian	ZIKV/Homo sapiens/PRI/PRVABC59/2015	12/2015	Human	Puerto Rico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63487gpGP1	A0A384KLP4	KX601168	ANW07476.1	Asian	ZIKV/Homo sapiens/PRI/PRVABC59/2015	12/01/2015	Human	Puerto Rico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72726gpGP1	A0A3G1TZV9	MH916803	AYI50274.1	Asian	ZIKV/Homo sapiens/PRI/PRVABC59_1/2015	-N/A-	Unknown	Puerto Rico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72742gpGP1	A0A3G1TZV1	MH916802	AYI50273.1	Asian	ZIKV/Homo sapiens/PRI/PRVABC59_17/2015	-N/A-	Unknown	Puerto Rico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72733gpGP1	A0A3G1TZW0	MH916806	AYI50275.1	Asian	ZIKV/Homo sapiens/PRI/PRVABC59_8/2015	-N/A-	Unknown	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2D1AJS0	MF801377	ATG29266.1	Asian	ZIKV/Homo sapiens/SLV/2016/ElSalvador-1055	02/22/2016	Human	El Salvador	10088	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_64017gpGP1	A0A1B2RVD1	KX694532	AOC50652.1	Asian	ZIKV/Homo sapiens/THA/PLCal_ZV/2013	02/12/2013	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1S5RQX0	KX827268	AOO19564.1	Asian	ZIKV/Homo sapiens/USA/UT-1/2016	01/01/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1Z1DYH5	KY558989	AQS26790.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRA105	02/23/2015	Human	Brazil	9997	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EX91	KY558995	AQS26796.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRC301	05/13/2015	Human	Brazil	9997	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EVA4	KY558996	AQS26797.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRC302	05/13/2015	Human	Brazil	9997	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EUH8	KY558997	AQS26798.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRC303	05/14/2015	Human	Brazil	9374	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ET42	KY558998	AQS26799.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRC313	06/15/2015	Human	Brazil	9648	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2EVI6	KY559000	AQS26801.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRC321	08/09/2015	Human	Brazil	9648	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ESF1	KY559001	AQS26802.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRD103	08/20/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ETQ4	KY559002	AQS26803.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRD107	09/09/2015	Human	Brazil	8766	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EWP8	KY559003	AQS26804.1	Asian	ZIKV/Homo_sapiens/Brazil/2015/ZBRD116	08/28/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EVI4	KY558990	AQS26791.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRC14	01/15/2016	Human	Brazil	8766	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ESD9	KY558991	AQS26792.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRC16	01/19/2016	Human	Brazil	9092	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ETP9	KY558992	AQS26793.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRC18	01/06/2016	Human	Brazil	9366	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2EWP5	KY558993	AQS26794.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRC25	01/18/2016	Human	Brazil	8766	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2F2P7	KY558994	AQS26795.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRC28	01/18/2016	Human	Brazil	9648	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ESW7	KY558999	AQS26800.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRC319	07/10/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2F2Q6	KY559004	AQS26805.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRE69	04/16/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EX93	KY559005	AQS26806.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX1	04/18/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EUL4	KY559017	AQS26818.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX100	05/19/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ET50	KY559018	AQS26819.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX102	02/25/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ESX7	KY559019	AQS26820.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX103	05/24/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2EVJ3	KY559020	AQS26821.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX106	03/07/2016	Human	Brazil	9366	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ESF8	KY559011	AQS26812.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX11	04/19/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ETQ9	KY559012	AQS26813.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX12	04/19/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ESG6	KY559021	AQS26822.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX127	03/10/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ETR2	KY559022	AQS26823.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX128	03/13/2016	Human	Brazil	9648	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EWQ3	KY559013	AQS26814.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX13	04/24/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EWQ6	KY559023	AQS26824.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX130	03/22/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2F2R2	KY559024	AQS26825.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX137	03/03/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2F2R0	KY559014	AQS26815.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX14	04/24/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EX96	KY559015	AQS26816.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX15	04/24/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2EVB0	KY559016	AQS26817.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX16	04/25/2016	Human	Brazil	9648	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EVA7	KY559006	AQS26807.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX2	04/18/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EUK4	KY559007	AQS26808.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX4	04/18/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ET46	KY559008	AQS26809.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX6	04/19/2016	Human	Brazil	9648	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ESX2	KY559009	AQS26810.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX7	04/19/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2EVI9	KY559010	AQS26811.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRX8	04/19/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EXA1	KY559025	AQS26826.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY1	01/15/2016	Human	Brazil	9998	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2EVJ5	KY559030	AQS26831.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY10	01/2016	Human	Brazil	10019	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ESY4	KY559029	AQS26830.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY11	01/2016	Human	Brazil	9418	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2ET57	KY559028	AQS26829.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY12	01/2016	Human	Brazil	7620	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1Z1ED32	KY817930	ARI46121.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY14	01/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EVB3	KY559026	AQS26827.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY4	01/15/2016	Human	Brazil	9998	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2EUN8	KY559027	AQS26828.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY6	02/16/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1Z1DYI3	KY559032	AQS26833.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY7	01/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2ESG9	KY559031	AQS26832.1	Asian	ZIKV/Homo_sapiens/Brazil/2016/ZBRY8	01/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1L6BXN6	KY317936	APQ41782.1	Asian	ZIKV/Homo_sapiens/Colombia/2016/ZC188Se	01/16/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1L6BXN7	KY317937	APQ41783.1	Asian	ZIKV/Homo_sapiens/Colombia/2016/ZC192Se	01/07/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A127AM58	KY317938	APQ41784.1	Asian	ZIKV/Homo_sapiens/Colombia/2016/ZC199Se	01/10/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1L6BXN0	KY317939	APQ41785.1	Asian	ZIKV/Homo_sapiens/Colombia/2016/ZC204Se	01/06/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A127AM58	KY317940	APQ41786.1	Asian	ZIKV/Homo_sapiens/Colombia/2016/ZC207Se	01/09/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK241415	AZS35403.1	Asian	ZIKV/Homo_sapiens/CPV/2015/CV448c	12/03/2015	Human	Cape Verde	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK241416	AZS35404.1	Asian	ZIKV/Homo_sapiens/CPV/2015/CV487	11/27/2015	Human	Cape Verde	10272	Zika virus	Zika virus	
