"","Var1","Freq","site"
"2502","2020-05-10",5,"677"
"2503","2020-05-11",2,"677"
"2504","2020-05-12",2,"677"
"2505","2020-05-13",1,"677"
"2506","2020-05-15",3,"677"
"2507","2020-05-16",2,"677"
"2508","2020-05-17",3,"677"
"2509","2020-05-18",2,"677"
"2510","2020-05-20",2,"677"
"2511","2020-05-21",3,"677"
"2512","2020-05-23",2,"677"
"2513","2020-05-24",1,"677"
"2514","2020-05-25",5,"677"
"2515","2020-05-26",1,"677"
"2516","2020-05-27",7,"677"
"2517","2020-05-28",3,"677"
"2518","2020-05-29",3,"677"
"2519","2020-05-30",3,"677"
"2520","2020-05-31",4,"677"
"2521","2020-06",4,"677"
"2522","2020-06-01",2,"677"
"2523","2020-06-02",9,"677"
"2524","2020-06-03",2,"677"
"2525","2020-06-04",1,"677"
"2526","2020-06-06",2,"677"
"2527","2020-06-07",3,"677"
"2528","2020-06-08",5,"677"
"2529","2020-06-09",3,"677"
"2530","2020-06-10",4,"677"
"2531","2020-06-11",3,"677"
"2532","2020-06-12",5,"677"
"2533","2020-06-13",3,"677"
"2534","2020-06-14",2,"677"
"2535","2020-06-15",5,"677"
"2536","2020-06-16",3,"677"
"2537","2020-06-17",11,"677"
"2538","2020-06-18",8,"677"
"2539","2020-06-19",4,"677"
"2540","2020-06-20",4,"677"
"2541","2020-06-21",1,"677"
"2542","2020-06-22",4,"677"
"2543","2020-06-23",5,"677"
"2544","2020-06-24",1,"677"
"2545","2020-06-25",1,"677"
"2546","2020-06-26",5,"677"
"2547","2020-06-27",2,"677"
"2548","2020-06-28",5,"677"
"2549","2020-06-30",6,"677"
"2550","2020-07",5,"677"
"2551","2020-07-01",3,"677"
"2552","2020-07-02",2,"677"
"2553","2020-07-03",3,"677"
"2554","2020-07-04",11,"677"
"2555","2020-07-05",4,"677"
"2556","2020-07-06",3,"677"
"2557","2020-07-09",1,"677"
"2558","2020-07-10",4,"677"
"2559","2020-07-11",1,"677"
"2560","2020-07-12",3,"677"
"2561","2020-07-13",1,"677"
"2562","2020-07-14",9,"677"
"2563","2020-07-15",3,"677"
"2564","2020-07-16",5,"677"
"2565","2020-07-17",2,"677"
"2566","2020-07-18",3,"677"
"2567","2020-07-19",3,"677"
"2568","2020-07-20",2,"677"
"2569","2020-07-21",4,"677"
"2570","2020-07-22",3,"677"
"2571","2020-07-23",2,"677"
"2572","2020-07-24",3,"677"
"2573","2020-07-25",5,"677"
"2574","2020-07-26",7,"677"
"2575","2020-07-27",5,"677"
"2576","2020-07-28",3,"677"
"2577","2020-07-29",7,"677"
"2578","2020-07-31",1,"677"
"2579","2020-08",6,"677"
"2580","2020-08-01",3,"677"
"2581","2020-08-02",5,"677"
"2582","2020-08-03",8,"677"
"2583","2020-08-04",2,"677"
"2584","2020-08-05",15,"677"
"2585","2020-08-06",8,"677"
"2586","2020-08-07",2,"677"
"2587","2020-08-08",1,"677"
"2588","2020-08-09",4,"677"
"2589","2020-08-10",9,"677"
"2590","2020-08-11",8,"677"
"2591","2020-08-12",1,"677"
"2592","2020-08-13",4,"677"
"2593","2020-08-14",4,"677"
"2594","2020-08-16",5,"677"
"2595","2020-08-17",12,"677"
"2596","2020-08-18",7,"677"
"2597","2020-08-19",6,"677"
"2598","2020-08-20",6,"677"
"2599","2020-08-21",6,"677"
"2600","2020-08-23",3,"677"
"2601","2020-08-24",16,"677"
"2602","2020-08-25",4,"677"
"2603","2020-08-26",4,"677"
"2604","2020-08-27",8,"677"
"2605","2020-08-28",9,"677"
"2606","2020-08-29",7,"677"
"2607","2020-08-30",5,"677"
"2608","2020-08-31",3,"677"
"2609","2020-09",10,"677"
"2610","2020-09-01",5,"677"
"2611","2020-09-02",9,"677"
"2612","2020-09-03",8,"677"
"2613","2020-09-04",3,"677"
"2614","2020-09-05",6,"677"
"2615","2020-09-07",3,"677"
"2616","2020-09-08",8,"677"
"2617","2020-09-09",19,"677"
"2618","2020-09-10",4,"677"
"2619","2020-09-11",14,"677"
"2620","2020-09-12",3,"677"
"2621","2020-09-13",3,"677"
"2622","2020-09-14",14,"677"
"2623","2020-09-15",6,"677"
"2624","2020-09-16",17,"677"
"2625","2020-09-17",16,"677"
"2626","2020-09-18",14,"677"
"2627","2020-09-19",10,"677"
"2628","2020-09-20",9,"677"
"2629","2020-09-21",12,"677"
"2630","2020-09-22",8,"677"
"2631","2020-09-23",14,"677"
"2632","2020-09-24",15,"677"
"2633","2020-09-25",10,"677"
"2634","2020-09-26",9,"677"
"2635","2020-09-27",5,"677"
"2636","2020-09-28",7,"677"
"2637","2020-09-29",11,"677"
"2638","2020-09-30",6,"677"
"2639","2020-10",17,"677"
"2640","2020-10-01",15,"677"
"2641","2020-10-02",4,"677"
"2642","2020-10-03",4,"677"
"2643","2020-10-04",7,"677"
"2644","2020-10-05",7,"677"
"2645","2020-10-06",19,"677"
"2646","2020-10-07",13,"677"
"2647","2020-10-08",14,"677"
"2648","2020-10-09",18,"677"
"2649","2020-10-10",5,"677"
"2650","2020-10-11",6,"677"
"2651","2020-10-12",12,"677"
"2652","2020-10-13",11,"677"
"2653","2020-10-14",15,"677"
"2654","2020-10-15",24,"677"
"2655","2020-10-16",12,"677"
"2656","2020-10-17",9,"677"
"2657","2020-10-18",4,"677"
"2658","2020-10-19",15,"677"
"2659","2020-10-20",13,"677"
"2660","2020-10-21",20,"677"
"2661","2020-10-22",21,"677"
"2662","2020-10-23",23,"677"
"2663","2020-10-24",11,"677"
"2664","2020-10-25",4,"677"
"2665","2020-10-26",26,"677"
"2666","2020-10-27",27,"677"
"2667","2020-10-28",10,"677"
"2668","2020-10-29",24,"677"
"2669","2020-10-30",42,"677"
"2670","2020-10-31",15,"677"
"2671","2020-11",61,"677"
"2672","2020-11-01",21,"677"
"2673","2020-11-02",47,"677"
"2674","2020-11-03",56,"677"
"2675","2020-11-04",55,"677"
"2676","2020-11-05",63,"677"
"2677","2020-11-06",61,"677"
"2678","2020-11-07",31,"677"
"2679","2020-11-08",27,"677"
"2680","2020-11-09",75,"677"
"2681","2020-11-10",55,"677"
"2682","2020-11-11",61,"677"
"2683","2020-11-12",29,"677"
"2684","2020-11-13",40,"677"
"2685","2020-11-14",33,"677"
"2686","2020-11-15",15,"677"
"2687","2020-11-16",71,"677"
"2688","2020-11-17",45,"677"
"2689","2020-11-18",47,"677"
"2690","2020-11-19",35,"677"
"2691","2020-11-20",27,"677"
"2692","2020-11-21",22,"677"
"2693","2020-11-22",15,"677"
"2694","2020-11-23",75,"677"
"2695","2020-11-24",82,"677"
"2696","2020-11-25",51,"677"
"2697","2020-11-26",24,"677"
"2698","2020-11-27",51,"677"
"2699","2020-11-28",23,"677"
"2700","2020-11-29",21,"677"
"2701","2020-11-30",120,"677"
"2702","2020-12",59,"677"
"2703","2020-12-01",81,"677"
"2704","2020-12-02",94,"677"
"2705","2020-12-03",113,"677"
"2706","2020-12-04",86,"677"
"2707","2020-12-05",29,"677"
"2708","2020-12-06",19,"677"
"2709","2020-12-07",170,"677"
"2710","2020-12-08",62,"677"
"2711","2020-12-09",56,"677"
"2712","2020-12-10",65,"677"
"2713","2020-12-11",198,"677"
"2714","2020-12-12",51,"677"
"2715","2020-12-13",34,"677"
"2716","2020-12-14",188,"677"
"2717","2020-12-15",93,"677"
"2718","2020-12-16",96,"677"
"2719","2020-12-17",113,"677"
"2720","2020-12-18",91,"677"
"2721","2020-12-19",54,"677"
"2722","2020-12-20",41,"677"
"2723","2020-12-21",230,"677"
"2724","2020-12-22",82,"677"
"2725","2020-12-23",77,"677"
"2726","2020-12-24",61,"677"
"2727","2020-12-25",65,"677"
"2728","2020-12-26",167,"677"
"2729","2020-12-27",120,"677"
"2730","2020-12-28",190,"677"
"2731","2020-12-29",182,"677"
"2732","2020-12-30",148,"677"
"2733","2020-12-31",145,"677"
"2734","2021",313,"677"
"2735","2021-01",127,"677"
"2736","2021-01-01",59,"677"
"2737","2021-01-02",140,"677"
"2738","2021-01-03",152,"677"
"2739","2021-01-04",322,"677"
"2740","2021-01-05",268,"677"
"2741","2021-01-06",251,"677"
"2742","2021-01-07",208,"677"
"2743","2021-01-08",216,"677"
"2744","2021-01-09",197,"677"
"2745","2021-01-10",113,"677"
"2746","2021-01-11",325,"677"
"2747","2021-01-12",198,"677"
"2748","2021-01-13",219,"677"
"2749","2021-01-14",227,"677"
"2750","2021-01-15",225,"677"
"2751","2021-01-16",174,"677"
"2752","2021-01-17",123,"677"
"2753","2021-01-18",261,"677"
"2754","2021-01-19",289,"677"
"2755","2021-01-20",222,"677"
"2756","2021-01-21",241,"677"
"2757","2021-01-22",187,"677"
"2758","2021-01-23",130,"677"
"2759","2021-01-24",99,"677"
"2760","2021-01-25",387,"677"
"2761","2021-01-26",234,"677"
"2762","2021-01-27",228,"677"
"2763","2021-01-28",220,"677"
"2764","2021-01-29",206,"677"
"2765","2021-01-30",112,"677"
"2766","2021-01-31",153,"677"
"2767","2021-02",96,"677"
"2768","2021-02-01",400,"677"
"2769","2021-02-02",284,"677"
"2770","2021-02-03",197,"677"
"2771","2021-02-04",199,"677"
"2772","2021-02-05",184,"677"
"2773","2021-02-06",133,"677"
"2774","2021-02-07",115,"677"
"2775","2021-02-08",361,"677"
"2776","2021-02-09",351,"677"
"2777","2021-02-10",348,"677"
"2778","2021-02-11",281,"677"
"2779","2021-02-12",282,"677"
"2780","2021-02-13",145,"677"
"2781","2021-02-14",174,"677"
"2782","2021-02-15",389,"677"
"2783","2021-02-16",295,"677"
"2784","2021-02-17",285,"677"
"2785","2021-02-18",251,"677"
"2786","2021-02-19",215,"677"
"2787","2021-02-20",166,"677"
"2788","2021-02-21",186,"677"
"2789","2021-02-22",421,"677"
"2790","2021-02-23",328,"677"
"2791","2021-02-24",366,"677"
"2792","2021-02-25",307,"677"
"2793","2021-02-26",279,"677"
"2794","2021-02-27",200,"677"
"2795","2021-02-28",176,"677"
"2796","2021-03",346,"677"
"2797","2021-03-01",409,"677"
"2798","2021-03-02",333,"677"
"2799","2021-03-03",320,"677"
"2800","2021-03-04",296,"677"
"2801","2021-03-05",254,"677"
"2802","2021-03-06",191,"677"
"2803","2021-03-07",178,"677"
"2804","2021-03-08",415,"677"
"2805","2021-03-09",271,"677"
"2806","2021-03-10",250,"677"
"2807","2021-03-11",281,"677"
"2808","2021-03-12",269,"677"
"2809","2021-03-13",232,"677"
"2810","2021-03-14",167,"677"
"2811","2021-03-15",470,"677"
"2812","2021-03-16",308,"677"
"2813","2021-03-17",229,"677"
"2814","2021-03-18",246,"677"
"2815","2021-03-19",228,"677"
"2816","2021-03-20",170,"677"
"2817","2021-03-21",179,"677"
"2818","2021-03-22",417,"677"
"2819","2021-03-23",234,"677"
"2820","2021-03-24",256,"677"
"2821","2021-03-25",269,"677"
"2822","2021-03-26",203,"677"
"2823","2021-03-27",184,"677"
"2824","2021-03-28",105,"677"
"2825","2021-03-29",386,"677"
"2826","2021-03-30",253,"677"
"2827","2021-03-31",203,"677"
"2828","2021-04",313,"677"
"2829","2021-04-01",216,"677"
"2830","2021-04-02",216,"677"
"2831","2021-04-03",144,"677"
"2832","2021-04-04",122,"677"
"2833","2021-04-05",250,"677"
"2834","2021-04-06",208,"677"
"2835","2021-04-07",186,"677"
"2836","2021-04-08",163,"677"
"2837","2021-04-09",161,"677"
"2838","2021-04-10",136,"677"
"2839","2021-04-11",117,"677"
"2840","2021-04-12",233,"677"
"2841","2021-04-13",174,"677"
"2842","2021-04-14",192,"677"
"2843","2021-04-15",149,"677"
"2844","2021-04-16",148,"677"
"2845","2021-04-17",115,"677"
"2846","2021-04-18",74,"677"
"2847","2021-04-19",192,"677"
"2848","2021-04-20",172,"677"
"2849","2021-04-21",147,"677"
"2850","2021-04-22",167,"677"
"2851","2021-04-23",110,"677"
"2852","2021-04-24",80,"677"
"2853","2021-04-25",70,"677"
"2854","2021-04-26",190,"677"
"2855","2021-04-27",169,"677"
"2856","2021-04-28",131,"677"
"2857","2021-04-29",164,"677"
"2858","2021-04-30",105,"677"
"2859","2021-05",107,"677"
"2860","2021-05-01",81,"677"
"2861","2021-05-02",90,"677"
"2862","2021-05-03",164,"677"
"2863","2021-05-04",142,"677"
"2864","2021-05-05",79,"677"
"2865","2021-05-06",89,"677"
"2866","2021-05-07",116,"677"
"2867","2021-05-08",57,"677"
"2868","2021-05-09",44,"677"
"2869","2021-05-10",121,"677"
"2870","2021-05-11",94,"677"
"2871","2021-05-12",88,"677"
"2872","2021-05-13",52,"677"
"2873","2021-05-14",78,"677"
"2874","2021-05-15",50,"677"
"2875","2021-05-16",35,"677"
"2876","2021-05-17",101,"677"
"2877","2021-05-18",86,"677"
"2878","2021-05-19",76,"677"
"2879","2021-05-20",63,"677"
"2880","2021-05-21",61,"677"
"2881","2021-05-22",39,"677"
"2882","2021-05-23",14,"677"
"2883","2021-05-24",45,"677"
"2884","2021-05-25",69,"677"
"2885","2021-05-26",36,"677"
"2886","2021-05-27",34,"677"
"2887","2021-05-28",24,"677"
"2888","2021-05-29",24,"677"
"2889","2021-05-30",15,"677"
"2890","2021-05-31",9,"677"
"2891","2021-06-01",21,"677"
"2892","2021-06-02",10,"677"
"2893","2021-06-03",6,"677"
"2894","2021-06-04",6,"677"
"2895","2021-06-05",8,"677"
"2896","2021-06-06",2,"677"
"2897","2021-06-07",2,"677"
"2898","2021-06-08",3,"677"
"2899","2021-06-11",2,"677"
"2900","2020",488,"477"
"2901","2020-01-10",1,"477"
"2902","2020-02-06",1,"477"
"2903","2020-02-11",1,"477"
"2904","2020-03-07",1,"477"
"2905","2020-03-10",2,"477"
"2906","2020-03-11",1,"477"
"2907","2020-03-13",1,"477"
"2908","2020-03-14",1,"477"
"2909","2020-03-19",1,"477"
"2910","2020-03-20",1,"477"
"2911","2020-03-24",1,"477"
"2912","2020-03-25",1,"477"
"2913","2020-03-26",1,"477"
"2914","2020-03-28",1,"477"
"2915","2020-04",1,"477"
"2916","2020-04-01",1,"477"
"2917","2020-04-02",2,"477"
"2918","2020-04-03",1,"477"
"2919","2020-04-04",2,"477"
"2920","2020-04-05",1,"477"
"2921","2020-04-06",2,"477"
"2922","2020-04-08",5,"477"
"2923","2020-04-11",10,"477"
"2924","2020-04-12",4,"477"
"2925","2020-04-13",2,"477"
"2926","2020-04-14",2,"477"
"2927","2020-04-15",3,"477"
"2928","2020-04-16",1,"477"
"2929","2020-04-18",1,"477"
"2930","2020-04-20",3,"477"
"2931","2020-04-21",2,"477"
"2932","2020-04-22",3,"477"
"2933","2020-04-23",3,"477"
"2934","2020-04-24",4,"477"
"2935","2020-04-25",1,"477"
"2936","2020-04-26",4,"477"
"2937","2020-04-27",2,"477"
"2938","2020-04-28",1,"477"
"2939","2020-04-29",9,"477"
"2940","2020-04-30",2,"477"
"2941","2020-05-01",1,"477"
"2942","2020-05-02",1,"477"
"2943","2020-05-03",3,"477"
"2944","2020-05-05",1,"477"
"2945","2020-05-06",6,"477"
"2946","2020-05-07",1,"477"
"2947","2020-05-08",1,"477"
"2948","2020-05-09",8,"477"
"2949","2020-05-10",5,"477"
"2950","2020-05-11",10,"477"
"2951","2020-05-13",5,"477"
"2952","2020-05-14",2,"477"
"2953","2020-05-16",5,"477"
"2954","2020-05-18",1,"477"
"2955","2020-05-19",4,"477"
"2956","2020-05-21",1,"477"
"2957","2020-05-23",1,"477"
"2958","2020-05-26",1,"477"
"2959","2020-05-27",2,"477"
"2960","2020-05-28",4,"477"
"2961","2020-05-29",2,"477"
"2962","2020-05-30",4,"477"
"2963","2020-06-01",3,"477"
"2964","2020-06-03",2,"477"
"2965","2020-06-04",2,"477"
"2966","2020-06-05",4,"477"
"2967","2020-06-08",1,"477"
"2968","2020-06-09",4,"477"
"2969","2020-06-10",3,"477"
"2970","2020-06-11",7,"477"
"2971","2020-06-12",4,"477"
"2972","2020-06-13",10,"477"
"2973","2020-06-14",4,"477"
"2974","2020-06-15",11,"477"
"2975","2020-06-16",8,"477"
"2976","2020-06-17",8,"477"
"2977","2020-06-18",2,"477"
"2978","2020-06-19",9,"477"
"2979","2020-06-20",5,"477"
"2980","2020-06-21",5,"477"
"2981","2020-06-22",8,"477"
"2982","2020-06-23",18,"477"
"2983","2020-06-24",31,"477"
"2984","2020-06-25",36,"477"
"2985","2020-06-26",48,"477"
"2986","2020-06-27",31,"477"
"2987","2020-06-28",48,"477"
"2988","2020-06-29",52,"477"
"2989","2020-06-30",48,"477"
"2990","2020-07",7,"477"
"2991","2020-07-01",48,"477"
"2992","2020-07-02",65,"477"
"2993","2020-07-03",64,"477"
"2994","2020-07-04",83,"477"
"2995","2020-07-05",92,"477"
"2996","2020-07-06",124,"477"
"2997","2020-07-07",151,"477"
"2998","2020-07-08",154,"477"
"2999","2020-07-09",100,"477"
"3000","2020-07-10",147,"477"
"3001","2020-07-11",138,"477"
"3002","2020-07-12",125,"477"
"3003","2020-07-13",256,"477"
"3004","2020-07-14",206,"477"
"3005","2020-07-15",179,"477"
"3006","2020-07-16",190,"477"
"3007","2020-07-17",229,"477"
"3008","2020-07-18",280,"477"
"3009","2020-07-19",164,"477"
"3010","2020-07-20",223,"477"
"3011","2020-07-21",270,"477"
"3012","2020-07-22",217,"477"
"3013","2020-07-23",360,"477"
"3014","2020-07-24",254,"477"
"3015","2020-07-25",222,"477"
"3016","2020-07-26",124,"477"
"3017","2020-07-27",301,"477"
"3018","2020-07-28",300,"477"
"3019","2020-07-29",289,"477"
"3020","2020-07-30",224,"477"
"3021","2020-07-31",188,"477"
"3022","2020-08",6,"477"
"3023","2020-08-01",182,"477"
"3024","2020-08-02",192,"477"
"3025","2020-08-03",223,"477"
"3026","2020-08-04",189,"477"
"3027","2020-08-05",144,"477"
"3028","2020-08-06",226,"477"
"3029","2020-08-07",127,"477"
"3030","2020-08-08",93,"477"
"3031","2020-08-09",106,"477"
"3032","2020-08-10",150,"477"
"3033","2020-08-11",129,"477"
"3034","2020-08-12",140,"477"
"3035","2020-08-13",139,"477"
"3036","2020-08-14",117,"477"
"3037","2020-08-15",84,"477"
"3038","2020-08-16",88,"477"
"3039","2020-08-17",175,"477"
"3040","2020-08-18",121,"477"
"3041","2020-08-19",110,"477"
"3042","2020-08-20",129,"477"
"3043","2020-08-21",138,"477"
"3044","2020-08-22",64,"477"
"3045","2020-08-23",75,"477"
"3046","2020-08-24",144,"477"
"3047","2020-08-25",96,"477"
"3048","2020-08-26",94,"477"
"3049","2020-08-27",97,"477"
"3050","2020-08-28",91,"477"
"3051","2020-08-29",74,"477"
"3052","2020-08-30",62,"477"
"3053","2020-08-31",235,"477"
"3054","2020-09",9,"477"
"3055","2020-09-01",108,"477"
"3056","2020-09-02",88,"477"
"3057","2020-09-03",78,"477"
"3058","2020-09-04",72,"477"
"3059","2020-09-05",36,"477"
"3060","2020-09-06",34,"477"
"3061","2020-09-07",125,"477"
"3062","2020-09-08",60,"477"
"3063","2020-09-09",62,"477"
"3064","2020-09-10",97,"477"
"3065","2020-09-11",47,"477"
"3066","2020-09-12",23,"477"
"3067","2020-09-13",32,"477"
"3068","2020-09-14",181,"477"
"3069","2020-09-15",54,"477"
"3070","2020-09-16",78,"477"
"3071","2020-09-17",52,"477"
"3072","2020-09-18",60,"477"
"3073","2020-09-19",42,"477"
"3074","2020-09-20",34,"477"
"3075","2020-09-21",217,"477"
"3076","2020-09-22",59,"477"
"3077","2020-09-23",51,"477"
"3078","2020-09-24",83,"477"
"3079","2020-09-25",61,"477"
"3080","2020-09-26",29,"477"
"3081","2020-09-27",32,"477"
"3082","2020-09-28",102,"477"
"3083","2020-09-29",50,"477"
"3084","2020-09-30",68,"477"
"3085","2020-10",23,"477"
"3086","2020-10-01",86,"477"
"3087","2020-10-02",82,"477"
"3088","2020-10-03",65,"477"
"3089","2020-10-04",39,"477"
"3090","2020-10-05",148,"477"
"3091","2020-10-06",103,"477"
"3092","2020-10-07",80,"477"
"3093","2020-10-08",104,"477"
"3094","2020-10-09",70,"477"
"3095","2020-10-10",45,"477"
"3096","2020-10-11",45,"477"
"3097","2020-10-12",292,"477"
"3098","2020-10-13",93,"477"
"3099","2020-10-14",99,"477"
"3100","2020-10-15",135,"477"
"3101","2020-10-16",79,"477"
"3102","2020-10-17",63,"477"
"3103","2020-10-18",48,"477"
"3104","2020-10-19",212,"477"
"3105","2020-10-20",97,"477"
"3106","2020-10-21",161,"477"
"3107","2020-10-22",151,"477"
"3108","2020-10-23",146,"477"
"3109","2020-10-24",109,"477"
"3110","2020-10-25",49,"477"
"3111","2020-10-26",420,"477"
"3112","2020-10-27",108,"477"
"3113","2020-10-28",65,"477"
"3114","2020-10-29",122,"477"
"3115","2020-10-30",131,"477"
"3116","2020-10-31",101,"477"
"3117","2020-11",20,"477"
"3118","2020-11-01",119,"477"
"3119","2020-11-02",445,"477"
"3120","2020-11-03",139,"477"
"3121","2020-11-04",194,"477"
"3122","2020-11-05",95,"477"
"3123","2020-11-06",124,"477"
"3124","2020-11-07",147,"477"
"3125","2020-11-08",180,"477"
"3126","2020-11-09",392,"477"
"3127","2020-11-10",145,"477"
"3128","2020-11-11",161,"477"
"3129","2020-11-12",262,"477"
"3130","2020-11-13",216,"477"
"3131","2020-11-14",152,"477"
"3132","2020-11-15",90,"477"
"3133","2020-11-16",343,"477"
"3134","2020-11-17",115,"477"
"3135","2020-11-18",102,"477"
"3136","2020-11-19",67,"477"
"3137","2020-11-20",99,"477"
"3138","2020-11-21",60,"477"
"3139","2020-11-22",75,"477"
"3140","2020-11-23",498,"477"
"3141","2020-11-24",84,"477"
"3142","2020-11-25",100,"477"
"3143","2020-11-26",101,"477"
"3144","2020-11-27",74,"477"
"3145","2020-11-28",76,"477"
"3146","2020-11-29",51,"477"
"3147","2020-11-30",548,"477"
"3148","2020-12",36,"477"
"3149","2020-12-01",127,"477"
"3150","2020-12-02",135,"477"
"3151","2020-12-03",123,"477"
"3152","2020-12-04",84,"477"
"3153","2020-12-05",70,"477"
"3154","2020-12-06",53,"477"
"3155","2020-12-07",801,"477"
"3156","2020-12-08",113,"477"
"3157","2020-12-09",109,"477"
"3158","2020-12-10",127,"477"
"3159","2020-12-11",144,"477"
"3160","2020-12-12",98,"477"
"3161","2020-12-13",93,"477"
"3162","2020-12-14",874,"477"
"3163","2020-12-15",180,"477"
"3164","2020-12-16",197,"477"
"3165","2020-12-17",180,"477"
"3166","2020-12-18",197,"477"
"3167","2020-12-19",137,"477"
"3168","2020-12-20",105,"477"
"3169","2020-12-21",588,"477"
"3170","2020-12-22",145,"477"
"3171","2020-12-23",179,"477"
"3172","2020-12-24",159,"477"
"3173","2020-12-25",113,"477"
"3174","2020-12-26",147,"477"
"3175","2020-12-27",138,"477"
"3176","2020-12-28",739,"477"
"3177","2020-12-29",215,"477"
"3178","2020-12-30",206,"477"
"3179","2020-12-31",144,"477"
"3180","2021",294,"477"
"3181","2021-01",236,"477"
"3182","2021-01-01",152,"477"
"3183","2021-01-02",142,"477"
"3184","2021-01-03",144,"477"
"3185","2021-01-04",768,"477"
"3186","2021-01-05",210,"477"
"3187","2021-01-06",168,"477"
"3188","2021-01-07",229,"477"
"3189","2021-01-08",219,"477"
"3190","2021-01-09",170,"477"
"3191","2021-01-10",140,"477"
"3192","2021-01-11",883,"477"
"3193","2021-01-12",251,"477"
"3194","2021-01-13",261,"477"
"3195","2021-01-14",235,"477"
"3196","2021-01-15",263,"477"
"3197","2021-01-16",209,"477"
"3198","2021-01-17",152,"477"
"3199","2021-01-18",730,"477"
"3200","2021-01-19",269,"477"
"3201","2021-01-20",296,"477"
"3202","2021-01-21",276,"477"
"3203","2021-01-22",272,"477"
"3204","2021-01-23",130,"477"
"3205","2021-01-24",120,"477"
"3206","2021-01-25",610,"477"
"3207","2021-01-26",295,"477"
"3208","2021-01-27",480,"477"
"3209","2021-01-28",321,"477"
"3210","2021-01-29",293,"477"
"3211","2021-01-30",130,"477"
"3212","2021-01-31",85,"477"
"3213","2021-02",205,"477"
"3214","2021-02-01",559,"477"
"3215","2021-02-02",347,"477"
"3216","2021-02-03",240,"477"
"3217","2021-02-04",243,"477"
"3218","2021-02-05",197,"477"
"3219","2021-02-06",129,"477"
"3220","2021-02-07",84,"477"
"3221","2021-02-08",427,"477"
"3222","2021-02-09",297,"477"
"3223","2021-02-10",223,"477"
"3224","2021-02-11",207,"477"
"3225","2021-02-12",209,"477"
"3226","2021-02-13",179,"477"
"3227","2021-02-14",108,"477"
"3228","2021-02-15",378,"477"
"3229","2021-02-16",366,"477"
"3230","2021-02-17",228,"477"
"3231","2021-02-18",227,"477"
"3232","2021-02-19",210,"477"
"3233","2021-02-20",114,"477"
"3234","2021-02-21",68,"477"
"3235","2021-02-22",452,"477"
"3236","2021-02-23",219,"477"
"3237","2021-02-24",217,"477"
"3238","2021-02-25",251,"477"
"3239","2021-02-26",197,"477"
"3240","2021-02-27",120,"477"
"3241","2021-02-28",86,"477"
"3242","2021-03",171,"477"
"3243","2021-03-01",323,"477"
"3244","2021-03-02",312,"477"
"3245","2021-03-03",232,"477"
"3246","2021-03-04",174,"477"
"3247","2021-03-05",170,"477"
"3248","2021-03-06",110,"477"
"3249","2021-03-07",65,"477"
"3250","2021-03-08",240,"477"
"3251","2021-03-09",229,"477"
"3252","2021-03-10",222,"477"
"3253","2021-03-11",147,"477"
"3254","2021-03-12",208,"477"
"3255","2021-03-13",133,"477"
"3256","2021-03-14",71,"477"
"3257","2021-03-15",255,"477"
"3258","2021-03-16",225,"477"
"3259","2021-03-17",183,"477"
"3260","2021-03-18",212,"477"
"3261","2021-03-19",191,"477"
"3262","2021-03-20",160,"477"
"3263","2021-03-21",160,"477"
"3264","2021-03-22",253,"477"
"3265","2021-03-23",262,"477"
"3266","2021-03-24",268,"477"
"3267","2021-03-25",269,"477"
"3268","2021-03-26",210,"477"
"3269","2021-03-27",166,"477"
"3270","2021-03-28",160,"477"
"3271","2021-03-29",314,"477"
"3272","2021-03-30",254,"477"
"3273","2021-03-31",277,"477"
"3274","2021-04",64,"477"
"3275","2021-04-01",270,"477"
"3276","2021-04-02",213,"477"
"3277","2021-04-03",199,"477"
"3278","2021-04-04",115,"477"
"3279","2021-04-05",310,"477"
"3280","2021-04-06",286,"477"
"3281","2021-04-07",257,"477"
"3282","2021-04-08",258,"477"
"3283","2021-04-09",266,"477"
"3284","2021-04-10",229,"477"
"3285","2021-04-11",193,"477"
"3286","2021-04-12",324,"477"
"3287","2021-04-13",352,"477"
"3288","2021-04-14",325,"477"
"3289","2021-04-15",291,"477"
"3290","2021-04-16",248,"477"
"3291","2021-04-17",210,"477"
"3292","2021-04-18",163,"477"
"3293","2021-04-19",299,"477"
"3294","2021-04-20",253,"477"
"3295","2021-04-21",266,"477"
"3296","2021-04-22",270,"477"
"3297","2021-04-23",202,"477"
"3298","2021-04-24",182,"477"
"3299","2021-04-25",118,"477"
"3300","2021-04-26",295,"477"
"3301","2021-04-27",257,"477"
"3302","2021-04-28",233,"477"
"3303","2021-04-29",230,"477"
"3304","2021-04-30",195,"477"
"3305","2021-05",13,"477"
"3306","2021-05-01",133,"477"
"3307","2021-05-02",131,"477"
"3308","2021-05-03",228,"477"
"3309","2021-05-04",210,"477"
"3310","2021-05-05",188,"477"
"3311","2021-05-06",177,"477"
"3312","2021-05-07",160,"477"
"3313","2021-05-08",84,"477"
"3314","2021-05-09",85,"477"
"3315","2021-05-10",173,"477"
"3316","2021-05-11",162,"477"
"3317","2021-05-12",149,"477"
"3318","2021-05-13",109,"477"
"3319","2021-05-14",126,"477"
"3320","2021-05-15",54,"477"
"3321","2021-05-16",70,"477"
"3322","2021-05-17",122,"477"
"3323","2021-05-18",117,"477"
"3324","2021-05-19",90,"477"
"3325","2021-05-20",59,"477"
"3326","2021-05-21",63,"477"
"3327","2021-05-22",27,"477"
